LogId,BlockId,Timestamp,Level,Server,Component,PID,User,Message,FullLog,RootCause,Label
LOG0000625,blk_488267537,2024-01-01 00:52:00,ERROR,app-server,redis,7602,user_0084,Disk timeout after 30 seconds,2024-01-01 00:52:00 ERROR [app-server] redis[7602]: Disk timeout after 30 seconds,Disk Failure,1
LOG0000631,blk_611680307,2024-01-01 00:52:34,ERROR,db-primary,kernel,15120,user_0066,Memory usage exceeded 95 percent,2024-01-01 00:52:34 ERROR [db-primary] kernel[15120]: Memory usage exceeded 95 percent,Memory Overflow,1
LOG0000640,blk_763682156,2024-01-01 00:53:19,ERROR,proxy-01,sshd,7811,user_0068,Virtual memory exhausted cannot allocate,2024-01-01 00:53:19 ERROR [proxy-01] sshd[7811]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0000641,blk_405130880,2024-01-01 00:53:21,ERROR,web-01,nginx,17213,user_0189,ARP table overflow network flooding,2024-01-01 00:53:21 ERROR [web-01] nginx[17213]: ARP table overflow network flooding,Network Issue,1
LOG0000647,blk_562176397,2024-01-01 00:53:54,ERROR,cache-01,java-app,1598,user_0197,Disk controller failure reported,2024-01-01 00:53:54 ERROR [cache-01] java-app[1598]: Disk controller failure reported,Disk Failure,1
LOG0000654,blk_943666157,2024-01-01 00:54:25,ERROR,db-replica,cron,28541,user_0080,Stack overflow error in recursive function,2024-01-01 00:54:25 ERROR [db-replica] cron[28541]: Stack overflow error in recursive function,Application Crash,1
LOG0000659,blk_616716343,2024-01-01 00:54:52,ERROR,proxy-01,postgres,9004,user_0065,NullPointerException in UserService class,2024-01-01 00:54:52 ERROR [proxy-01] postgres[9004]: NullPointerException in UserService class,Application Crash,1
LOG0000661,blk_109588354,2024-01-01 00:55:02,ERROR,monitor-01,sshd,26939,user_0063,Bad sector detected at block 4096,2024-01-01 00:55:02 ERROR [monitor-01] sshd[26939]: Bad sector detected at block 4096,Disk Failure,1
LOG0000668,blk_681544961,2024-01-01 00:55:36,ERROR,cache-01,java-app,54701,user_0068,Kernel OOM killer activated pid terminated,2024-01-01 00:55:36 ERROR [cache-01] java-app[54701]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0000677,blk_348053691,2024-01-01 00:56:22,ERROR,proxy-01,sshd,7633,user_0186,TCP retransmit storm detected on port 443,2024-01-01 00:56:22 ERROR [proxy-01] sshd[7633]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0000684,blk_245047170,2024-01-01 00:56:58,ERROR,web-01,redis,2068,user_0133,Disk I/O error on /dev/sda1,2024-01-01 00:56:58 ERROR [web-01] redis[2068]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0000685,blk_982551268,2024-01-01 00:57:02,ERROR,db-replica,cron,2422,user_0198,Disk timeout after 30 seconds,2024-01-01 00:57:02 ERROR [db-replica] cron[2422]: Disk timeout after 30 seconds,Disk Failure,1
LOG0000687,blk_375139723,2024-01-01 00:57:12,ERROR,web-02,redis,17374,user_0060,Critical thread pool exhausted all workers busy,2024-01-01 00:57:12 ERROR [web-02] redis[17374]: Critical thread pool exhausted all workers busy,Application Crash,1
LOG0000688,blk_876938677,2024-01-01 00:57:17,ERROR,monitor-01,nginx,49120,user_0020,ARP table overflow network flooding,2024-01-01 00:57:17 ERROR [monitor-01] nginx[49120]: ARP table overflow network flooding,Network Issue,1
LOG0000692,blk_260610323,2024-01-01 00:57:38,ERROR,server-01,cron,36384,user_0145,Buffer overflow detected in stack,2024-01-01 00:57:38 ERROR [server-01] cron[36384]: Buffer overflow detected in stack,Memory Overflow,1
LOG0000694,blk_460957835,2024-01-01 00:57:49,ERROR,web-01,systemd,10700,user_0034,ARP table overflow network flooding,2024-01-01 00:57:49 ERROR [web-01] systemd[10700]: ARP table overflow network flooding,Network Issue,1
LOG0000698,blk_444390192,2024-01-01 00:58:09,ERROR,app-server,cron,23826,user_0049,ARP table overflow network flooding,2024-01-01 00:58:09 ERROR [app-server] cron[23826]: ARP table overflow network flooding,Network Issue,1
LOG0000704,blk_763534625,2024-01-01 00:58:39,ERROR,server-01,java-app,14152,user_0179,Kernel OOM killer activated pid terminated,2024-01-01 00:58:39 ERROR [server-01] java-app[14152]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0000705,blk_811871111,2024-01-01 00:58:42,ERROR,server-02,systemd,44278,user_0070,OutOfMemoryError Java heap space,2024-01-01 00:58:42 ERROR [server-02] systemd[44278]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0000709,blk_396222040,2024-01-01 00:59:01,ERROR,web-02,java-app,16479,user_0129,Filesystem corruption detected on /data,2024-01-01 00:59:01 ERROR [web-02] java-app[16479]: Filesystem corruption detected on /data,Disk Failure,1
LOG0000741,blk_325319746,2024-01-01 01:01:41,ERROR,web-02,postgres,28116,user_0135,Brute force attack on SSH port 22 blocked,2024-01-01 01:01:41 ERROR [web-02] postgres[28116]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0000754,blk_193198413,2024-01-01 01:02:49,ERROR,web-02,kernel,18792,user_0106,Brute force attack on SSH port 22 blocked,2024-01-01 01:02:49 ERROR [web-02] kernel[18792]: Brute force attack on SSH port 22 blocked,Security Attack,1
LOG0000765,blk_856641801,2024-01-01 01:03:40,ERROR,server-02,systemd,26684,user_0046,Connection timeout to 192.168.1.1 after 30s,2024-01-01 01:03:40 ERROR [server-02] systemd[26684]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0000767,blk_602807424,2024-01-01 01:03:54,ERROR,monitor-01,mysqld,7089,user_0179,BGP session dropped unexpected reset,2024-01-01 01:03:54 ERROR [monitor-01] mysqld[7089]: BGP session dropped unexpected reset,Network Issue,1
LOG0000770,blk_474322976,2024-01-01 01:04:08,ERROR,cache-01,mysqld,19498,user_0197,Privilege escalation attempt detected,2024-01-01 01:04:08 ERROR [cache-01] mysqld[19498]: Privilege escalation attempt detected,Security Attack,1
LOG0000776,blk_808846515,2024-01-01 01:04:39,ERROR,app-server,cron,33394,user_0166,SSL handshake timeout connection reset,2024-01-01 01:04:39 ERROR [app-server] cron[33394]: SSL handshake timeout connection reset,Network Issue,1
LOG0000777,blk_809615999,2024-01-01 01:04:40,ERROR,monitor-01,kernel,50615,user_0038,DNS resolution failed for db.internal host,2024-01-01 01:04:40 ERROR [monitor-01] kernel[50615]: DNS resolution failed for db.internal host,Network Issue,1
LOG0000784,blk_806443412,2024-01-01 01:05:16,ERROR,server-01,mysqld,48273,user_0125,Unauthorized access detected from IP address,2024-01-01 01:05:16 ERROR [server-01] mysqld[48273]: Unauthorized access detected from IP address,Security Attack,1
LOG0000789,blk_661950074,2024-01-01 01:05:40,ERROR,web-01,network-manager,34878,user_0021,Config file parse error service not starting,2024-01-01 01:05:40 ERROR [web-01] network-manager[34878]: Config file parse error service not starting,Application Crash,1
LOG0000790,blk_435544022,2024-01-01 01:05:49,ERROR,server-02,postgres,53304,user_0149,BGP session dropped unexpected reset,2024-01-01 01:05:49 ERROR [server-02] postgres[53304]: BGP session dropped unexpected reset,Network Issue,1
LOG0000791,blk_650467819,2024-01-01 01:05:54,ERROR,proxy-01,kernel,31727,user_0117,GC overhead limit exceeded,2024-01-01 01:05:54 ERROR [proxy-01] kernel[31727]: GC overhead limit exceeded,Memory Overflow,1
LOG0000814,blk_813615080,2024-01-01 01:07:48,ERROR,db-primary,kernel,62138,user_0010,Disk controller failure reported,2024-01-01 01:07:48 ERROR [db-primary] kernel[62138]: Disk controller failure reported,Disk Failure,1
LOG0000817,blk_530156867,2024-01-01 01:08:03,ERROR,web-02,cron,45684,user_0078,Malware signature matched in process,2024-01-01 01:08:03 ERROR [web-02] cron[45684]: Malware signature matched in process,Security Attack,1
LOG0000837,blk_458946122,2024-01-01 01:09:40,ERROR,web-01,nginx,29486,user_0065,GC overhead limit exceeded,2024-01-01 01:09:40 ERROR [web-01] nginx[29486]: GC overhead limit exceeded,Memory Overflow,1
LOG0000842,blk_246463340,2024-01-01 01:10:08,ERROR,cache-01,mysqld,26384,user_0096,Dependency service unavailable circuit open,2024-01-01 01:10:08 ERROR [cache-01] mysqld[26384]: Dependency service unavailable circuit open,Application Crash,1
LOG0000844,blk_283826012,2024-01-01 01:10:19,ERROR,server-02,network-manager,31053,user_0108,Kernel OOM killer activated pid terminated,2024-01-01 01:10:19 ERROR [server-02] network-manager[31053]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0000851,blk_902392977,2024-01-01 01:10:50,ERROR,db-primary,network-manager,57224,user_0147,Bad sector detected at block 4096,2024-01-01 01:10:50 ERROR [db-primary] network-manager[57224]: Bad sector detected at block 4096,Disk Failure,1
LOG0000852,blk_535252390,2024-01-01 01:10:59,ERROR,cache-01,mysqld,58291,user_0181,Disk controller failure reported,2024-01-01 01:10:59 ERROR [cache-01] mysqld[58291]: Disk controller failure reported,Disk Failure,1
LOG0000854,blk_953065069,2024-01-01 01:11:09,ERROR,web-01,redis,36549,user_0148,Virtual memory exhausted cannot allocate,2024-01-01 01:11:09 ERROR [web-01] redis[36549]: Virtual memory exhausted cannot allocate,Memory Overflow,1
LOG0000856,blk_493454438,2024-01-01 01:11:15,ERROR,cache-01,redis,3678,user_0094,Suspicious HTTP payload detected in request,2024-01-01 01:11:15 ERROR [cache-01] redis[3678]: Suspicious HTTP payload detected in request,Security Attack,1
LOG0000858,blk_916995018,2024-01-01 01:11:29,ERROR,monitor-01,nginx,50359,user_0191,Privilege escalation attempt detected,2024-01-01 01:11:29 ERROR [monitor-01] nginx[50359]: Privilege escalation attempt detected,Security Attack,1
LOG0000869,blk_573400575,2024-01-01 01:12:21,ERROR,server-01,cron,38652,user_0033,Segmentation fault core dumped,2024-01-01 01:12:21 ERROR [server-01] cron[38652]: Segmentation fault core dumped,Application Crash,1
LOG0000875,blk_450433330,2024-01-01 01:12:52,ERROR,db-replica,network-manager,24422,user_0024,RAID array degraded missing disk,2024-01-01 01:12:52 ERROR [db-replica] network-manager[24422]: RAID array degraded missing disk,Disk Failure,1
LOG0000887,blk_488436316,2024-01-01 01:13:51,ERROR,cache-01,sshd,40248,user_0191,Bad sector detected at block 4096,2024-01-01 01:13:51 ERROR [cache-01] sshd[40248]: Bad sector detected at block 4096,Disk Failure,1
LOG0000889,blk_443254980,2024-01-01 01:14:04,ERROR,db-primary,redis,4834,user_0038,Bad sector detected at block 4096,2024-01-01 01:14:04 ERROR [db-primary] redis[4834]: Bad sector detected at block 4096,Disk Failure,1
LOG0000891,blk_922961300,2024-01-01 01:14:12,ERROR,proxy-01,sshd,34676,user_0050,Process killed memory limit reached,2024-01-01 01:14:12 ERROR [proxy-01] sshd[34676]: Process killed memory limit reached,Memory Overflow,1
LOG0000895,blk_992726322,2024-01-01 01:14:31,ERROR,db-replica,postgres,41201,user_0177,Service health check failed 3 consecutive times,2024-01-01 01:14:31 ERROR [db-replica] postgres[41201]: Service health check failed 3 consecutive times,Application Crash,1
LOG0000908,blk_487889723,2024-01-01 01:15:37,ERROR,proxy-01,mysqld,33493,user_0196,Unauthorized access detected from IP address,2024-01-01 01:15:37 ERROR [proxy-01] mysqld[33493]: Unauthorized access detected from IP address,Security Attack,1
LOG0000916,blk_244534648,2024-01-01 01:16:18,ERROR,cache-01,network-manager,16127,user_0161,Network interface eth1 link down,2024-01-01 01:16:18 ERROR [cache-01] network-manager[16127]: Network interface eth1 link down,Network Issue,1
LOG0000917,blk_292302534,2024-01-01 01:16:20,ERROR,server-02,network-manager,45440,user_0007,Connection timeout to 192.168.1.1 after 30s,2024-01-01 01:16:20 ERROR [server-02] network-manager[45440]: Connection timeout to 192.168.1.1 after 30s,Network Issue,1
LOG0000928,blk_594897685,2024-01-01 01:17:17,ERROR,server-01,postgres,22372,user_0010,SQL injection pattern detected in request,2024-01-01 01:17:17 ERROR [server-01] postgres[22372]: SQL injection pattern detected in request,Security Attack,1
LOG0000953,blk_571207136,2024-01-01 01:19:22,ERROR,web-01,nginx,57322,user_0042,TCP retransmit storm detected on port 443,2024-01-01 01:19:22 ERROR [web-01] nginx[57322]: TCP retransmit storm detected on port 443,Network Issue,1
LOG0000967,blk_496895499,2024-01-01 01:20:31,ERROR,db-replica,redis,30555,user_0064,Bad sector detected at block 4096,2024-01-01 01:20:31 ERROR [db-replica] redis[30555]: Bad sector detected at block 4096,Disk Failure,1
LOG0000970,blk_961407774,2024-01-01 01:20:45,ERROR,cache-01,cron,40739,user_0172,Swap usage at 100 percent system thrashing,2024-01-01 01:20:45 ERROR [cache-01] cron[40739]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0000972,blk_282392760,2024-01-01 01:20:57,ERROR,server-01,redis,12755,user_0067,Malware signature matched in process,2024-01-01 01:20:57 ERROR [server-01] redis[12755]: Malware signature matched in process,Security Attack,1
LOG0000974,blk_636023317,2024-01-01 01:21:08,ERROR,web-02,kernel,65128,user_0033,Segmentation fault core dumped,2024-01-01 01:21:08 ERROR [web-02] kernel[65128]: Segmentation fault core dumped,Application Crash,1
LOG0000977,blk_604924443,2024-01-01 01:21:23,ERROR,server-01,nginx,13002,user_0010,Kernel OOM killer activated pid terminated,2024-01-01 01:21:23 ERROR [server-01] nginx[13002]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0000978,blk_143799764,2024-01-01 01:21:27,ERROR,app-server,sshd,59666,user_0127,Stack overflow error in recursive function,2024-01-01 01:21:27 ERROR [app-server] sshd[59666]: Stack overflow error in recursive function,Application Crash,1
LOG0000989,blk_578290147,2024-01-01 01:22:24,ERROR,web-02,postgres,14098,user_0126,Unauthorized access detected from IP address,2024-01-01 01:22:24 ERROR [web-02] postgres[14098]: Unauthorized access detected from IP address,Security Attack,1
LOG0000993,blk_834776489,2024-01-01 01:22:43,ERROR,web-01,mysqld,65499,user_0033,BGP session dropped unexpected reset,2024-01-01 01:22:43 ERROR [web-01] mysqld[65499]: BGP session dropped unexpected reset,Network Issue,1
LOG0000995,blk_873426975,2024-01-01 01:22:54,ERROR,app-server,sshd,31451,user_0170,ARP table overflow network flooding,2024-01-01 01:22:54 ERROR [app-server] sshd[31451]: ARP table overflow network flooding,Network Issue,1
LOG0001015,blk_270301326,2024-01-01 01:24:34,ERROR,web-02,java-app,24399,user_0174,OutOfMemoryError Java heap space,2024-01-01 01:24:34 ERROR [web-02] java-app[24399]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0001017,blk_926108943,2024-01-01 01:24:41,ERROR,cache-01,java-app,23303,user_0091,Port scan detected from remote host,2024-01-01 01:24:41 ERROR [cache-01] java-app[23303]: Port scan detected from remote host,Security Attack,1
LOG0001029,blk_851936102,2024-01-01 01:25:42,ERROR,proxy-01,redis,61322,user_0038,Bad sector detected at block 4096,2024-01-01 01:25:42 ERROR [proxy-01] redis[61322]: Bad sector detected at block 4096,Disk Failure,1
LOG0001039,blk_556218652,2024-01-01 01:26:33,ERROR,app-server,sshd,7045,user_0016,ARP table overflow network flooding,2024-01-01 01:26:33 ERROR [app-server] sshd[7045]: ARP table overflow network flooding,Network Issue,1
LOG0001043,blk_268405336,2024-01-01 01:26:54,ERROR,cache-01,network-manager,3136,user_0192,Port scan detected from remote host,2024-01-01 01:26:54 ERROR [cache-01] network-manager[3136]: Port scan detected from remote host,Security Attack,1
LOG0001045,blk_425623035,2024-01-01 01:27:02,ERROR,server-02,cron,20983,user_0096,Kernel OOM killer activated pid terminated,2024-01-01 01:27:02 ERROR [server-02] cron[20983]: Kernel OOM killer activated pid terminated,Memory Overflow,1
LOG0001049,blk_816422822,2024-01-01 01:27:24,ERROR,proxy-01,network-manager,50917,user_0116,SQL injection pattern detected in request,2024-01-01 01:27:24 ERROR [proxy-01] network-manager[50917]: SQL injection pattern detected in request,Security Attack,1
LOG0001050,blk_539835071,2024-01-01 01:27:28,ERROR,server-02,redis,44548,user_0160,Database connection pool exhausted timeout,2024-01-01 01:27:28 ERROR [server-02] redis[44548]: Database connection pool exhausted timeout,Application Crash,1
LOG0001053,blk_712295241,2024-01-01 01:27:44,ERROR,proxy-01,redis,50651,user_0014,SSL handshake timeout connection reset,2024-01-01 01:27:44 ERROR [proxy-01] redis[50651]: SSL handshake timeout connection reset,Network Issue,1
LOG0001059,blk_420001194,2024-01-01 01:28:11,ERROR,db-primary,kernel,47746,user_0015,GC overhead limit exceeded,2024-01-01 01:28:11 ERROR [db-primary] kernel[47746]: GC overhead limit exceeded,Memory Overflow,1
LOG0001060,blk_988780552,2024-01-01 01:28:18,ERROR,app-server,cron,17903,user_0097,DNS resolution failed for db.internal host,2024-01-01 01:28:18 ERROR [app-server] cron[17903]: DNS resolution failed for db.internal host,Network Issue,1
LOG0001061,blk_646127934,2024-01-01 01:28:20,ERROR,monitor-01,redis,16498,user_0127,Swap usage at 100 percent system thrashing,2024-01-01 01:28:20 ERROR [monitor-01] redis[16498]: Swap usage at 100 percent system thrashing,Memory Overflow,1
LOG0001063,blk_824880344,2024-01-01 01:28:33,ERROR,server-01,java-app,37311,user_0151,Disk timeout after 30 seconds,2024-01-01 01:28:33 ERROR [server-01] java-app[37311]: Disk timeout after 30 seconds,Disk Failure,1
LOG0001069,blk_524455403,2024-01-01 01:29:00,ERROR,monitor-01,sshd,20702,user_0023,Config file parse error service not starting,2024-01-01 01:29:00 ERROR [monitor-01] sshd[20702]: Config file parse error service not starting,Application Crash,1
